architecture,feature_dim,learning_rate,epoch,train_loss,val_loss,avg_latency,fitness
vgg11,512,0.0001,5,24.547956623750576,25.09504222869873,0.0014240416613492,0.0511156533668763
vgg11,512,0.0001,6,24.685409871269677,27.69165073741566,0.0021387013522061,0.0511156533668763
vgg11,512,0.0001,7,24.05769989911248,24.862083088267934,0.0011492425745183,0.0511156533668763
vgg11,512,0.0001,8,23.689326723884133,25.983836780894887,0.0018288113854148,0.0511156533668763
vgg11,512,0.0001,2,25.832818199606503,32.279568845575504,0.0007151907140558,0.0511156533668763
vgg11,512,0.0001,1,36.79539684968836,26.850784995339133,0.0021558241410688,0.0511156533668763
vgg11,512,0.0001,10,21.53712281619801,23.74941323020241,0.0021522912112149,0.0511156533668763
vgg11,512,0.0001,9,22.51447421803194,24.06651644273238,0.0007141395048661,0.0511156533668763
vgg11_bn,512,0.0001,1,86.404748804429,78.75035025856711,0.0021455829793756,0.053091369043234
vgg11_bn,512,0.0001,2,64.43454212861903,44.42519283294678,0.0007163719697432,0.053091369043234
vgg11_bn,512,0.0001,3,35.83346903183881,28.76967989314686,0.0035831711509011,0.053091369043234
vgg11_bn,512,0.0001,4,21.7571502124562,20.83453889326616,0.0014363093809647,0.053091369043234
vgg11_bn,512,0.0001,5,19.168106954237995,19.802061341025613,0.0028604702516035,0.053091369043234
vgg11_bn,512,0.0001,10,17.185075557933136,18.47141812064431,0.0028742443431507,0.053091369043234
