architecture,feature_dim,learning_rate,epoch,train_loss,val_loss,avg_latency,fitness
vgg11_bn,512,0.0001,6,18.473844270145197,20.573836239901457,0.0010673024437644,0.053091369043234
vgg11_bn,512,0.0001,7,17.97372018028708,18.8863941972906,0.0021394166079434,0.053091369043234
vgg11_bn,512,0.0001,8,17.64125192305621,18.796678976579145,0.0020082105289806,0.053091369043234
vgg11_bn,512,0.0001,9,17.425039470897,18.601105863397773,0.0018507675691084,0.053091369043234
resnet18,512,0.0001,5,20.759342148724723,20.792435125871137,0.0031178647821599,0.0546190889855054
resnet18,512,0.0001,9,16.144296432943904,15.48301800814542,0.0042882182381369,0.0546190889855054
resnet18,512,0.0001,8,17.188207267312443,16.695888562635943,0.0021454637700861,0.0546190889855054
resnet18,512,0.0001,7,18.345682099286247,19.51428612795743,0.0040084231983531,0.0546190889855054
resnet18,512,0.0001,6,19.55781140046961,19.57961784709584,0.0046755834059281,0.0546190889855054
resnet18,512,0.0001,4,22.17354485006893,22.87476782365279,0.0039873665029352,0.0546190889855054
resnet18,512,0.0001,3,32.906882005579334,25.88631599599665,0.0029881217262961,0.0546190889855054
resnet18,512,0.0001,2,58.97972860897288,43.9004129929976,0.0029944614930586,0.0546190889855054
resnet18,512,0.0001,1,85.16484401927275,74.15196418762207,0.0031994256106289,0.0546190889855054
resnet18,512,0.0001,10,14.945248850654153,15.20358914678747,0.0035925128243186,0.0546190889855054
squeezenet1_0,512,0.0001,3,25.033595231000117,25.41998143629594,0.0037123723463578,0.0549441178461185
squeezenet1_0,512,0.0001,4,24.927913149665383,24.976326552304357,0.0028461217880249,0.0549441178461185
squeezenet1_0,512,0.0001,5,23.891051281199736,26.593371738087047,0.0035292885520241,0.0549441178461185
squeezenet1_0,512,0.0001,2,25.70050012925092,26.078158898787063,0.0038649819113991,0.0549441178461185
squeezenet1_0,512,0.0001,7,21.905762560227338,22.8439305045388,0.0026781884106722,0.0549441178461185
squeezenet1_0,512,0.0001,8,21.864491451487822,22.03405557979237,0.0030265721407803,0.0549441178461185
squeezenet1_0,512,0.0001,9,21.410865256365607,21.894252744587984,0.0021534074436534,0.0549441178461185
squeezenet1_0,512,0.0001,6,23.237502782485063,21.884653980081733,0.0029706521467729,0.0549441178461185
squeezenet1_0,512,0.0001,1,39.31905205670525,26.803431250832297,0.0041313604875044,0.0549441178461185
squeezenet1_0,512,0.0001,10,21.03807851006003,20.475634293122724,0.0026833902705799,0.0549441178461185
vgg11_bn,512,1e-05,6,83.2267365399529,81.73807577653365,0.0027402747761119,0.0561446483974773
vgg11_bn,512,1e-05,10,71.2292370964499,69.66717650673606,0.0008058981461958,0.0561446483974773
vgg11_bn,512,1e-05,9,74.47420483757467,72.16079538518733,0.0014302513816139,0.0561446483974773
vgg11_bn,512,1e-05,8,77.5699795891257,75.43078318509188,0.0018993290987881,0.0561446483974773
vgg11_bn,512,1e-05,7,80.49976555319394,79.00940010764383,0.0014292218468405,0.0561446483974773
vgg11_bn,512,1e-05,1,91.07078354779412,90.40081405639648,0.0027405348691073,0.0561446483974773
vgg11_bn,512,1e-05,2,89.8510529462029,89.18187436190519,0.0035767013376409,0.0561446483974773
vgg11_bn,512,1e-05,3,88.66080968520221,87.88513911854137,0.0029070702466097,0.0561446483974773
vgg11_bn,512,1e-05,4,87.15542602539062,86.1949199329723,0.0014293410561301,0.0561446483974773
vgg11_bn,512,1e-05,5,85.39343997730928,84.36331315474077,0.0014284307306463,0.0561446483974773
vgg11_bn,512,0.01,2,21.8528574887444,22.254731134934858,0.0020118843425403,0.0616282412359437
vgg11_bn,512,0.01,1,26.22216634189381,23.826072346080437,0.0032501112331043,0.0616282412359437
vgg11_bn,512,0.01,10,17.21712480432847,17.501605694944207,0.0035212906924161,0.0616282412359437
vgg11_bn,512,0.01,3,19.876854212143844,21.656785141338,0.0004989775744351,0.0616282412359437
vgg11_bn,512,0.01,4,20.62269254572251,22.483120398087934,0.0012126619165593,0.0616282412359437
vgg11_bn,512,0.01,5,19.608030061160814,19.01992351358587,0.0011172511360862,0.0616282412359437
vgg11_bn,512,0.01,6,18.89359296910903,23.82871827212247,0.0013303431597622,0.0616282412359437
vgg11_bn,512,0.01,7,18.33847651762121,17.900518504056063,0.0021652308377352,0.0616282412359437
vgg11_bn,512,0.01,8,19.042580873825973,17.61215591430664,0.0028931335969404,0.0616282412359437
vgg11_bn,512,0.01,9,18.631937621621525,17.657412138852205,0.0017896782268177,0.0616282412359437
convnext_tiny,768,1e-05,10,22.968800870110005,23.637764150446117,0.002635663205927,0.0623011852417127
convnext_tiny,768,1e-05,9,22.955049548429603,23.669513702392575,0.0087190432982011,0.0623011852417127
convnext_tiny,768,1e-05,8,23.13143754846909,23.67214835773815,0.0073567845604636,0.0623011852417127
convnext_tiny,768,1e-05,7,23.103664207458497,23.665402152321555,0.0067615183916958,0.0623011852417127
convnext_tiny,768,1e-05,6,23.40931863223805,23.66346463290128,0.0079132426868785,0.0623011852417127
convnext_tiny,768,1e-05,4,37.95131488126867,27.143744251944803,0.0076386278325861,0.0623011852417127
convnext_tiny,768,1e-05,3,64.91329246969784,50.70040321350098,0.0073510841889814,0.0623011852417127
convnext_tiny,768,1e-05,2,82.60571926341338,74.88975871693005,0.0085077502510764,0.0623011852417127
convnext_tiny,768,1e-05,1,90.48987767836628,87.95733226429333,0.0109238949688998,0.0623011852417127
convnext_tiny,768,1e-05,5,24.36652926276712,23.806387988003817,0.0088573585857044,0.0623011852417127
squeezenet1_0,512,0.001,2,26.31116772819968,24.77474394711581,0.0027414777062155,0.0677229365162268
squeezenet1_0,512,0.001,3,24.665399214800665,25.01776799288663,0.0048769495703957,0.0677229365162268
squeezenet1_0,512,0.001,4,25.651130867004397,26.93123418634588,0.0021557049317793,0.0677229365162268
squeezenet1_0,512,0.001,5,25.3458880480598,24.40352856029164,0.0049949234182184,0.0677229365162268
squeezenet1_0,512,0.001,6,23.63738742155187,26.26229576631026,0.0028527758338234,0.0677229365162268
squeezenet1_0,512,0.001,7,24.761465588737934,25.267492987892844,0.004179607738148,0.0677229365162268
squeezenet1_0,512,0.001,8,23.795588785059312,23.416403770446777,0.0041237744418057,0.0677229365162268
squeezenet1_0,512,0.001,9,23.389324536043056,22.291829976168547,0.0042737939141013,0.0677229365162268
squeezenet1_0,512,0.001,1,32.16950149536133,25.446939381686125,0.0039786425503817,0.0677229365162268
squeezenet1_0,512,0.001,10,22.26144157858456,23.749326705932617,0.0028515729037198,0.0677229365162268
mobilenet_v2,1280,0.001,6,11.120815288319308,11.9006910757585,0.0066289251500909,0.0780144365492979
mobilenet_v2,1280,0.001,5,12.625833085004022,12.5802001953125,0.00814274224368,0.0780144365492979
mobilenet_v2,1280,0.001,4,13.647234636194566,12.85048333081332,0.008345983245156,0.0780144365492979
mobilenet_v2,1280,0.001,3,15.14967373118681,15.040639010342684,0.0075166984037919,0.0780144365492979
mobilenet_v2,1280,0.001,2,18.37486473532284,16.981557672674004,0.0081835660067471,0.0780144365492979
mobilenet_v2,1280,0.001,1,34.51462409075569,22.04704848202792,0.0076642253182151,0.0780144365492979
mobilenet_v2,1280,0.001,10,8.699912121716668,10.02729816870256,0.0077802051197398,0.0780144365492979
mobilenet_v2,1280,0.001,7,10.222099831525018,11.225171609358354,0.0067313150926069,0.0780144365492979
mobilenet_v2,1280,0.001,9,8.882240957372328,9.465799071572045,0.0109023072502829,0.0780144365492979
mobilenet_v2,1280,0.001,8,9.25408224779017,9.450449921868064,0.0096262910149314,0.0780144365492979
shufflenet_v2_x0_5,1024,0.01,3,19.079219862994027,17.93595738844438,0.0072793635455044,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,10,11.779341018901151,10.924742481925271,0.0073971531607887,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,9,11.539074718250948,12.800597364252264,0.0090877684679898,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,8,13.248174543941722,14.72852139039473,0.008951262994246,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,7,14.897744706097772,13.65164776281877,0.0100334665992043,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,6,15.455193003486183,13.91597936370156,0.0067728757858276,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,5,16.33261386646944,19.19330219788985,0.0118064338510686,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,4,17.088538192300234,17.076256426897917,0.0096276781775734,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,2,22.93272907032686,21.245682759718463,0.0067449699748646,0.0808119933809771
shufflenet_v2_x0_5,1024,0.01,1,27.65109829622157,24.53555315191096,0.0094080404801802,0.0808119933809771
mobilenet_v2,1280,0.01,9,11.590908762987922,15.771249077536844,0.0125551765615289,0.0810856845783165
mobilenet_v2,1280,0.01,10,10.89951820373535,10.741951953281056,0.0075485056096857,0.0810856845783165
mobilenet_v2,1280,0.01,6,14.541627816592946,12.656293695623225,0.0081256086176091,0.0810856845783165
mobilenet_v2,1280,0.01,5,14.46269089193905,17.206062707034025,0.0095484581860628,0.0810856845783165
mobilenet_v2,1280,0.01,1,27.147393327600817,23.29032785242254,0.007334373214028,0.0810856845783165
mobilenet_v2,1280,0.01,3,18.90922081891228,17.625998648730192,0.0056932839480313,0.0810856845783165
mobilenet_v2,1280,0.01,2,20.52553143220789,19.733891227028582,0.0065215500918301,0.0810856845783165
mobilenet_v2,1280,0.01,8,12.142376596787395,14.226900274103338,0.0091833743182095,0.0810856845783165
mobilenet_v2,1280,0.01,4,16.19264367047478,18.23265405134721,0.0068957697261463,0.0810856845783165
mobilenet_v2,1280,0.01,7,13.4909756267772,13.21363353729248,0.0073188543319702,0.0810856845783165
squeezenet1_1,512,0.001,9,22.3929697822122,23.46576296199452,0.0033567710356278,0.0836017581928929
squeezenet1_1,512,0.001,10,22.2699395348044,25.47806895862926,0.0032813223925503,0.0836017581928929
squeezenet1_1,512,0.001,8,22.92192771014045,22.951407519253817,0.0026011358607899,0.0836017581928929
squeezenet1_1,512,0.001,7,23.188407135009765,25.110708843577992,0.0025695670734752,0.0836017581928929
squeezenet1_1,512,0.001,6,24.68494807972628,27.064626000144266,0.0016947226090864,0.0836017581928929
squeezenet1_1,512,0.001,5,24.409547603831573,27.54285010424527,0.0043223012577403,0.0836017581928929
squeezenet1_1,512,0.001,4,24.10937661563649,25.056483788923785,0.0035919818011197,0.0836017581928929
squeezenet1_1,512,0.001,3,25.955322220746208,24.64186473326249,0.0024167190898548,0.0836017581928929
squeezenet1_1,512,0.001,2,26.742766077378217,34.90191520344127,0.0048419778997247,0.0836017581928929
squeezenet1_1,512,0.001,1,43.76792088676901,27.38045076890425,0.0024118748578158,0.0836017581928929
shufflenet_v2_x1_0,1024,0.001,4,15.04406240126666,14.069224964488637,0.0102362524379383,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,10,8.732821139167337,9.905086625706064,0.0086766698143698,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,8,11.010424535414751,11.431743188337846,0.0082491744648326,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,7,11.889745959113624,11.973088654604824,0.0071361498399214,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,6,12.599444546419033,12.54708351872184,0.0080630345778031,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,2,20.39337086397059,19.251605554060504,0.0092839544469659,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,3,17.53144645690918,16.943186391483653,0.0089742378755049,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,9,9.439965326645796,11.315865993499756,0.0087327848781238,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,5,13.868027182186353,13.68058612129905,0.0084297331896695,0.0859431661339827
shufflenet_v2_x1_0,1024,0.001,1,38.50490022547105,22.259129090742636,0.0091305754401467,0.0859431661339827
regnet_x_800mf,672,0.001,2,17.676050489089068,20.520970366217878,0.0087711160833185,0.0865684456365903
regnet_x_800mf,672,0.001,3,15.505846057218664,24.371543537486684,0.0090475624257867,0.0865684456365903
regnet_x_800mf,672,0.001,4,14.899046639835133,15.218844413757324,0.0089478384364735,0.0865684456365903
regnet_x_800mf,672,0.001,1,31.304048448450423,21.80323680964383,0.0091402530670166,0.0865684456365903
regnet_x_800mf,672,0.001,5,13.469911883859073,13.46689685908231,0.0089924768968061,0.0865684456365903
regnet_x_800mf,672,0.001,10,8.65628666597254,8.218726656653665,0.0105330727317116,0.0865684456365903
regnet_x_800mf,672,0.001,7,11.09497443928438,14.49382547898726,0.0083860917524857,0.0865684456365903
regnet_x_800mf,672,0.001,8,10.480679910323198,11.67480299689553,0.0100145773454145,0.0865684456365903
regnet_x_800mf,672,0.001,9,9.299705404393814,9.706073175777089,0.0103152231736616,0.0865684456365903
regnet_x_800mf,672,0.001,6,12.335491118711584,12.32231068611145,0.0089339776472611,0.0865684456365903
squeezenet1_0,512,0.01,9,24.367047253777,24.62756568735296,0.0033539208498868,0.0875521920022577
squeezenet1_0,512,0.01,2,24.21437858132755,24.688694260337137,0.0014449899846857,0.0875521920022577
squeezenet1_0,512,0.01,1,760.2507103078506,26.115697730671275,0.0043418299068104,0.0875521920022577
squeezenet1_0,512,0.01,7,24.09010092791389,26.060274731029164,0.0007117661562832,0.0875521920022577
squeezenet1_0,512,0.01,6,23.81574473661535,27.620544953779746,0.0029101913625543,0.0875521920022577
squeezenet1_0,512,0.01,10,23.724442807365865,24.06984584981745,0.0036374222148548,0.0875521920022577
squeezenet1_0,512,0.01,5,24.095401494643266,23.991377743807707,0.0031481872905384,0.0875521920022577
squeezenet1_0,512,0.01,4,24.26784367280848,23.874664653431285,0.0025925527919422,0.0875521920022577
squeezenet1_0,512,0.01,3,24.3117244496065,24.218448812311347,0.000718203457919,0.0875521920022577
squeezenet1_0,512,0.01,8,23.65210441140568,23.9179989641363,0.0019529407674616,0.0875521920022577
convnext_tiny,768,0.01,8,17.887604432947494,18.682752739299428,0.0069491429762406,0.0902902503207939
convnext_tiny,768,0.01,9,16.405568414575914,17.90633149580522,0.0065811872482299,0.0902902503207939
convnext_tiny,768,0.01,10,16.35486622978659,17.672010465101764,0.0051092234524813,0.0902902503207939
convnext_tiny,768,0.01,1,33.29524347641889,25.03743006966331,0.0063135515559803,0.0902902503207939
convnext_tiny,768,0.01,2,23.74077518687529,26.153971021825612,0.0104978734796697,0.0902902503207939
convnext_tiny,768,0.01,3,23.21927001055549,23.43229822679,0.010183724490079,0.0902902503207939
convnext_tiny,768,0.01,4,22.15689894732307,25.773666988719597,0.0063855214552445,0.0902902503207939
convnext_tiny,768,0.01,5,22.09532736609964,20.45262169837952,0.0079346786845814,0.0902902503207939
convnext_tiny,768,0.01,6,20.0240592619952,19.383435682816938,0.0076713236895474,0.0902902503207939
convnext_tiny,768,0.01,7,17.729584469514734,17.652874599803578,0.0077636025168678,0.0902902503207939
regnet_y_800mf,784,0.001,4,15.034200124179616,15.964888269251045,0.0147790150208906,0.098428287868431
regnet_y_800mf,784,0.001,3,16.54290724361644,17.12916036085649,0.0145643082532015,0.098428287868431
regnet_y_800mf,784,0.001,1,34.233782543855554,20.398867390372537,0.0114566412839022,0.098428287868431
regnet_y_800mf,784,0.001,5,14.78705249113195,13.799476406790994,0.0110281814228404,0.098428287868431
regnet_y_800mf,784,0.001,2,18.76049362631405,18.482984022660688,0.0117521069266579,0.098428287868431
regnet_y_800mf,784,0.001,7,12.539988304586972,11.676501577550717,0.0142786719582297,0.098428287868431
regnet_y_800mf,784,0.001,10,8.499560221503762,8.13036561012268,0.012106256051497,0.098428287868431
regnet_y_800mf,784,0.001,6,13.446165387770709,14.932666496797042,0.0082257119092074,0.098428287868431
regnet_y_800mf,784,0.001,8,10.372433112649356,13.021320299668746,0.0097088271921331,0.098428287868431
regnet_y_800mf,784,0.001,9,9.947455282772289,10.597847309979526,0.0122193531556562,0.098428287868431
shufflenet_v2_x1_0,1024,0.01,5,14.307483156989605,13.86141976443204,0.0081600492650812,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,4,16.206300982306985,16.590435895052824,0.0090855143286965,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,3,18.497856846977683,20.574139421636406,0.0077274387533014,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,2,20.174887185938218,17.06536475094882,0.0085203755985606,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,1,26.735724336960736,21.681299036199395,0.0078944943167946,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,8,11.430333266538732,11.329682913693516,0.0104220455343073,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,9,10.549406926772171,13.750476186925717,0.0092287822203202,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,10,10.234259925169104,9.261862863193858,0.0106929215517911,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,6,13.18452367221608,18.86178415471857,0.0100624886426058,0.0990363730195792
shufflenet_v2_x1_0,1024,0.01,7,12.309715831980986,12.570308511907404,0.0106989036906849,0.0990363730195792
mobilenet_v3_large,960,0.001,2,21.41044220643885,24.04388999938965,0.0085380619222467,0.0992759133948456
mobilenet_v3_large,960,0.001,10,10.431914239771226,11.493948459625244,0.0086372332139448,0.0992759133948456
mobilenet_v3_large,960,0.001,9,10.926293743357938,11.650379007512871,0.0110317035154862,0.0992759133948456
mobilenet_v3_large,960,0.001,8,12.140654855615953,11.172285816886207,0.0066475001248446,0.0992759133948456
mobilenet_v3_large,960,0.001,7,13.401871692433076,14.722995671358976,0.007298241962086,0.0992759133948456
mobilenet_v3_large,960,0.001,6,15.5031426710241,25.16451948339289,0.0088994286277077,0.0992759133948456
mobilenet_v3_large,960,0.001,1,46.05774906382841,32.38851581920277,0.0072331970388239,0.0992759133948456
mobilenet_v3_large,960,0.001,5,16.199508005030015,24.792881618846547,0.0097465515136718,0.0992759133948456
mobilenet_v3_large,960,0.001,3,20.44278272740981,26.95515918731689,0.0083919113332575,0.0992759133948456
mobilenet_v3_large,960,0.001,4,17.96936773412368,24.491043871099297,0.0105043324557217,0.0992759133948456
regnet_x_400mf,400,0.001,2,17.746894039827236,18.73896143653176,0.01295560056513,0.0997947739784839
regnet_x_400mf,400,0.001,3,15.724707928825827,19.389268311587248,0.0122609571977095,0.0997947739784839
regnet_x_400mf,400,0.001,4,14.795915278266458,17.068622372367166,0.0118300481276078,0.0997947739784839
regnet_x_400mf,400,0.001,5,14.155146974675796,13.2504657832059,0.0123818787661465,0.0997947739784839
regnet_x_400mf,400,0.001,8,11.07119769489064,10.889200167222455,0.0073083422400734,0.0997947739784839
regnet_x_400mf,400,0.001,10,9.9200790124781,9.790123722769998,0.010193412954157,0.0997947739784839
regnet_x_400mf,400,0.001,7,11.404548678678625,15.064678105441006,0.0119170275601473,0.0997947739784839
regnet_x_400mf,400,0.001,9,9.626889638339772,11.331769043749029,0.011182427406311,0.0997947739784839
regnet_x_400mf,400,0.001,6,12.62615925283993,13.794737208973276,0.0077895467931574,0.0997947739784839
regnet_x_400mf,400,0.001,1,32.55265350341797,21.327957326715644,0.0102592273191972,0.0997947739784839
squeezenet1_1,512,1e-05,1,88.73123465145335,79.8248405456543,0.0033599029887806,0.1058283179010446
squeezenet1_1,512,1e-05,2,47.15912103091969,26.92428020997481,0.0038725896315141,0.1058283179010446
squeezenet1_1,512,1e-05,3,26.139078835880056,26.79152766141025,0.0038897340947931,0.1058283179010446
squeezenet1_1,512,1e-05,4,26.029144421745748,26.682032671841707,0.0028899691321633,0.1058283179010446
squeezenet1_1,512,1e-05,5,25.835718603695145,26.56184686313976,0.0021660436283458,0.1058283179010446
squeezenet1_1,512,1e-05,6,25.81943251665901,26.463409553874623,0.0031863017515702,0.1058283179010446
squeezenet1_1,512,1e-05,7,25.68544657090131,26.45582710612904,0.0032283392819491,0.1058283179010446
squeezenet1_1,512,1e-05,8,25.51137091692756,26.323994983326305,0.0044661543586037,0.1058283179010446
squeezenet1_1,512,1e-05,9,25.448494204352883,26.227454965764824,0.0036010633815418,0.1058283179010446
squeezenet1_1,512,1e-05,10,25.339185265933764,26.16857559030706,0.0040440992875532,0.1058283179010446
mobilenet_v3_small,576,0.01,1,30.392586764167337,48.57758279280229,0.0073394992134787,0.1180650690925574
mobilenet_v3_small,576,0.01,2,23.79935302734375,30.035395102067422,0.0081130482933738,0.1180650690925574
mobilenet_v3_small,576,0.01,3,20.94551550921272,23.621538292277943,0.0078279105099764,0.1180650690925574
mobilenet_v3_small,576,0.01,4,19.109634197459503,24.824508580294523,0.0091868638992309,0.1180650690925574
mobilenet_v3_small,576,0.01,9,14.684868520848893,14.867345766587691,0.0076522610404274,0.1180650690925574
mobilenet_v3_small,576,0.01,6,17.139081270554488,18.698300448330965,0.0106695131822065,0.1180650690925574
mobilenet_v3_small,576,0.01,7,16.176181030273437,23.01633622429588,0.0063274340196089,0.1180650690925574
mobilenet_v3_small,576,0.01,8,14.956967724070829,21.115796175870027,0.0083389065482399,0.1180650690925574
mobilenet_v3_small,576,0.01,5,17.738755472968606,24.620956680991437,0.0063752261075106,0.1180650690925574
mobilenet_v3_small,576,0.01,10,13.794686418421128,17.039433522657916,0.0069289315830577,0.1180650690925574
mobilenet_v2,1280,0.0001,4,20.644736435834098,21.06293214451183,0.0085699016397649,0.1201441581116944
mobilenet_v2,1280,0.0001,1,82.70499159869026,70.95579944957386,0.0066143165935169,0.1201441581116944
mobilenet_v2,1280,0.0001,2,48.85690083223231,28.81615504351529,0.0078416954387318,0.1201441581116944
mobilenet_v2,1280,0.0001,3,23.164588524313533,21.69286472147161,0.0076259157874367,0.1201441581116944
mobilenet_v2,1280,0.0001,6,19.506780444874483,20.13927921381864,0.008055795322765,0.1201441581116944
mobilenet_v2,1280,0.0001,7,18.96727877224193,20.134001775221392,0.008914210579612,0.1201441581116944
mobilenet_v2,1280,0.0001,8,18.01378797643325,19.41684493151578,0.0083869153803045,0.1201441581116944
mobilenet_v2,1280,0.0001,9,17.12448737200569,18.31456921317361,0.0090614015405828,0.1201441581116944
mobilenet_v2,1280,0.0001,10,16.218640675264247,18.069637515328147,0.0066489523107355,0.1201441581116944
mobilenet_v2,1280,0.0001,5,20.06446839500876,20.77371493252841,0.0055661418221213,0.1201441581116944
regnet_x_800mf,672,0.0001,1,78.8741096047794,48.70595091039484,0.0090381123802878,0.1204492332344629
regnet_x_800mf,672,0.0001,2,31.137269278133616,22.62678259069269,0.0089262290434403,0.1204492332344629
regnet_x_800mf,672,0.0001,9,14.114312261693618,17.136121706529096,0.0086168050765991,0.1204492332344629
regnet_x_800mf,672,0.0001,8,14.871321532305547,17.06601030176336,0.0099125883795998,0.1204492332344629
regnet_x_800mf,672,0.0001,10,13.91301026063807,14.71720091863112,0.00818424875086,0.1204492332344629
regnet_x_800mf,672,0.0001,6,16.290378996905158,18.137520508332685,0.0075135989622636,0.1204492332344629
regnet_x_800mf,672,0.0001,5,17.235388666040755,17.5454196062955,0.009059884331443,0.1204492332344629
regnet_x_800mf,672,0.0001,4,19.020812606811525,19.185431480407715,0.0090686624700372,0.1204492332344629
regnet_x_800mf,672,0.0001,3,20.87270149904139,21.85370783372359,0.0087744214318015,0.1204492332344629
regnet_x_800mf,672,0.0001,7,15.584630921307731,17.900688713247124,0.0088865540244362,0.1204492332344629
mobilenet_v3_small,576,0.001,9,17.952709927278406,18.346027851104736,0.0064973397688432,0.1229287482181383
mobilenet_v3_small,576,0.001,8,18.3875322117525,18.85480226169933,0.0077679590745405,0.1229287482181383
mobilenet_v3_small,576,0.001,7,19.52852244657629,21.69999668814919,0.0052716406908902,0.1229287482181383
mobilenet_v3_small,576,0.001,6,20.497945202098173,27.00054758245295,0.0055442181500521,0.1229287482181383
mobilenet_v3_small,576,0.001,5,21.50490875244141,24.30481520566073,0.006324291229248,0.1229287482181383
mobilenet_v3_small,576,0.001,4,22.687513059728285,24.56581228429621,0.0054309693249789,0.1229287482181383
mobilenet_v3_small,576,0.001,3,23.69942687539493,26.328797817230225,0.0071716958826238,0.1229287482181383
mobilenet_v3_small,576,0.001,2,25.747143823960247,51.87729939547452,0.0087635733864524,0.1229287482181383
mobilenet_v3_small,576,0.001,1,56.48543595706715,76.83410800587048,0.0071397261186079,0.1229287482181383
mobilenet_v3_small,576,0.001,10,17.682437694773956,17.599144632166084,0.0069849274375221,0.1229287482181383
shufflenet_v2_x0_5,1024,0.001,5,16.685971832275392,16.236620382829145,0.0070402947339144,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,8,14.615458398706773,15.245925968343562,0.0113568305969238,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,7,15.57082067377427,16.86255307631059,0.0070300102233886,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,6,15.624997677522549,16.013915972276166,0.0081813443790782,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,4,17.761190391989317,17.697409629821777,0.0071233836087313,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,3,19.35073731366326,18.41842976483432,0.0099040161479603,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,2,21.45934617659625,21.15890463915738,0.0083655227314342,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,1,39.19899740780101,22.994240847500887,0.0092832933772693,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,9,14.067096171659582,15.39321739023382,0.0101310664957219,0.1280824001825076
shufflenet_v2_x0_5,1024,0.001,10,13.670572258444391,14.98101637580178,0.0085496468977494,0.1280824001825076
regnet_x_800mf,672,0.01,3,18.31435692731072,19.97478133981878,0.0086441798643632,0.1285309486134075
regnet_x_800mf,672,0.01,4,18.29518719841452,16.802024537866767,0.0080959038300947,0.1285309486134075
regnet_x_800mf,672,0.01,5,16.090375889048858,15.821244109760633,0.0090613798661665,0.1285309486134075
regnet_x_800mf,672,0.01,7,15.787232241911047,14.315126115625556,0.0085272680629383,0.1285309486134075
regnet_x_800mf,672,0.01,8,14.156307489731732,14.395048314874822,0.0086942911148071,0.1285309486134075
regnet_x_800mf,672,0.01,9,13.05537831362556,26.59386582808061,0.0084801587191495,0.1285309486134075
regnet_x_800mf,672,0.01,10,13.352692581625544,11.990138270638203,0.0107197219675237,0.1285309486134075
regnet_x_800mf,672,0.01,2,20.829348429511576,22.749170129949395,0.0090001713145862,0.1285309486134075
regnet_x_800mf,672,0.01,1,25.031134122960708,26.21341341192072,0.009374434297735,0.1285309486134075
regnet_x_800mf,672,0.01,6,16.646145551344926,19.053348411213268,0.0085842609405517,0.1285309486134075
regnet_y_400mf,440,0.001,9,8.80993646733901,9.18054816939614,0.0134066451679576,0.1406524342666069
regnet_y_400mf,440,0.001,10,9.00106294295367,9.678849371996792,0.0145319375124844,0.1406524342666069
regnet_y_400mf,440,0.001,1,37.15398869233973,21.269308003512297,0.0123734690926291,0.1406524342666069
regnet_y_400mf,440,0.001,3,16.430250717611873,15.933318311517889,0.0117189775813709,0.1406524342666069
